year,month,gold,stocks,bonds
1871,1,100,100,100
1871,2,100,101.87,102.29
1871,3,100,104.87,103.44
1871,4,100,108.45,105.05
1871,5,100,111.47,106.73
1871,6,100,111.08,107.95
1871,7,100,109.55,106.63
1871,8,100,111.18,107.5
1871,9,100,112.81,108.91
1871,10,100,107.49,108.59
1871,11,100,109.13,109.22
1871,12,100,112.25,110.1
1872,1,102.66,115.42,107.31
1872,2,102.66,116.54,107.23
1872,3,102.66,120.62,108.12
1872,4,102.66,124.73,110.78
1872,5,102.66,125.26,113.52
1872,6,102.66,124.59,115.28
1872,7,102.66,124.23,113.22
1872,8,102.66,123.32,113.58
1872,9,102.66,122.12,112.56
1872,10,102.66,123.07,114.41
1872,11,102.66,123.38,115.39
1872,12,102.66,126.8,116.75
1873,1,100.66,128.35,115.41
1873,2,100.66,130.23,116.21
1873,3,100.66,129.65,117.77
1873,4,100.66,128.47,119.22
1873,5,100.66,129.5,121.49
1873,6,100.66,128.64,123.46
1873,7,100.66,129.07,120.93
1873,8,100.66,129.82,121.24
1873,9,100.66,120.51,119.01
1873,10,100.66,110.84,116.77
1873,11,100.66,107.56,117.01
1873,12,100.66,118.48,123.28
1874,1,102.21,125.34,122.14
1874,2,102.21,129.55,125.03
1874,3,102.21,128.43,126.34
1874,4,102.21,125.28,127.7
1874,5,102.21,122.89,128.28
1874,6,102.21,122.89,129.2
1874,7,102.21,123.57,125.28
1874,8,102.21,124.6,125.93
1874,9,102.21,127.37,126.04
1874,10,102.21,127.72,126.7
1874,11,102.21,129.13,128.85
1874,12,102.21,129.49,131.36
1875,1,104.21,130.26,129.97
1875,2,104.21,130.68,131.47
1875,3,104.21,132.89,132.13
1875,4,104.21,135.42,134.33
1875,5,104.21,131.06,136.6
1875,6,104.21,128.87,138.61
1875,7,104.21,129.91,133.67
1875,8,104.21,131.32,134.08
1875,9,104.21,130.52,134.33
1875,10,104.21,129.34,135.23
1875,11,104.21,131.89,136.41
1875,12,104.21,132.61,137.81
1876,1,98.72,136.42,136.08
1876,2,98.72,139.1,137.91
1876,3,98.72,139.47,137.97
1876,4,98.72,134.79,138.09
1876,5,98.72,130.46,138.64
1876,6,98.72,130.41,140.44
1876,7,98.72,129.53,138.15
1876,8,98.72,124.73,135.92
1876,9,98.72,117.92,133.98
1876,10,98.72,117.79,133.45
1876,11,98.72,116.46,134.38
1876,12,98.72,116.34,134.65
1877,1,94.07,116.13,132.02
1877,2,94.07,109.83,131.92
1877,3,94.07,104.7,131.44
1877,4,94.07,97.9,132.85
1877,5,94.07,98.45,135.25
1877,6,94.07,91.92,133.93
1877,7,94.07,96.19,134.44
1877,8,94.07,103.36,133.67
1877,9,94.07,110.13,130.83
1877,10,94.07,113.1,130.86
1877,11,94.07,111.84,132.01
1877,12,94.07,111.85,131.95
1878,1,91.59,112.31,132.38
1878,2,91.59,110.63,132.82
1878,3,91.59,112.83,132.36
1878,4,91.59,116.78,131.73
1878,5,91.59,117.69,134.62
1878,6,91.59,120.75,133.58
1878,7,91.59,123.38,132.87
1878,8,91.59,122.5,133.56
1878,9,91.59,125.63,134.08
1878,10,91.59,124.78,133.53
1878,11,91.59,124.84,134.31
1878,12,91.59,124.45,135.09
1879,1,91.5,129.93,134.53
1879,2,91.5,134.96,135.49
1879,3,91.5,133.67,135.35
1879,4,91.5,138.28,136.81
1879,5,91.5,145.23,140.42
1879,6,91.5,147.16,140.1
1879,7,91.5,150.02,139.54
1879,8,91.5,151.98,139.74
1879,9,91.5,158.12,141.23
1879,10,91.5,175.92,141.79
1879,11,91.5,185.86,143.55
1879,12,91.5,186.06,144.97
1880,1,91.5,193.78,145.78
1880,2,91.5,198.24,149.41
1880,3,91.5,202.22,151.03
1880,4,91.5,198.64,151.68
1880,5,91.5,183.65,153.56
1880,6,91.5,184.91,155.81
1880,7,91.5,194.36,155.49
1880,8,91.5,202.4,157.75
1880,9,91.5,202.73,157.52
1880,10,91.5,209.39,156.46
1880,11,91.5,221.46,160.82
1880,12,91.5,231.13,163.02
1881,1,91.5,245.74,164.41
1881,2,91.5,245.62,165.53
1881,3,91.5,249.43,166.66
1881,4,91.5,249.78,168.7
1881,5,91.5,261.61,172.59
1881,6,91.5,265.5,174.28
1881,7,91.5,257.38,172.55
1881,8,91.5,252.23,171.85
1881,9,91.5,255.19,173.83
1881,10,91.5,252.06,173.2
1881,11,91.5,254.53,174.91
1881,12,91.5,248.43,177.48
1882,1,91.5,245.32,177.6
1882,2,91.5,241.17,178.3
1882,3,91.5,241.67,180.02
1882,4,91.5,242.64,182.42
1882,5,91.5,240.52,184.45
1882,6,91.5,240.51,184
1882,7,91.5,255.28,183.28
1882,8,91.5,263.75,184.26
1882,9,91.5,267.5,184.67
1882,10,91.5,261.69,183.75
1882,11,91.5,251.57,184.65
1882,12,91.5,253.79,187.19
1883,1,91.5,253.86,185.87
1883,2,91.5,249.05,186.39
1883,3,91.5,253.49,187.59
1883,4,91.5,260.14,188.21
1883,5,91.5,256.37,188.15
1883,6,91.5,260.34,189.07
1883,7,91.5,257.13,188.21
1883,8,91.5,246.64,189.24
1883,9,91.5,250.68,191.85
1883,10,91.5,245.18,193.27
1883,11,91.5,249.85,195.8
1883,12,91.5,245.95,199.24
1884,1,91.5,239.73,199.27
1884,2,91.5,247.26,199.82
1884,3,91.5,247.33,201.26
1884,4,91.5,238.7,200.68
1884,5,91.5,219.5,196.76
1884,6,91.5,211.98,195.27
1884,7,91.5,213.2,195.71
1884,8,91.5,228.1,196.98
1884,9,91.5,221.51,198.45
1884,10,91.5,215.42,199.41
1884,11,91.5,212.33,202.12
1884,12,91.5,212.85,204.12
1885,1,91.5,209.04,202.7
1885,2,91.5,216.51,203.88
1885,3,91.5,218.07,204.86
1885,4,91.5,218.57,204.37
1885,5,91.5,217.07,205.14
1885,6,91.5,217.07,206.96
1885,7,91.5,226.13,207.42
1885,8,91.5,239.77,208.41
1885,9,91.5,237.68,209.5
1885,10,91.5,252.45,210.28
1885,11,91.5,269.81,210.74
1885,12,91.5,268.69,212.59
1886,1,91.5,269.64,212.3
1886,2,91.5,275.77,216.75
1886,3,91.5,270.98,218.83
1886,4,91.5,268.25,218.65
1886,5,91.5,263.95,218.9
1886,6,91.5,276.91,220.68
1886,7,91.5,282.01,220.82
1886,8,91.5,285,221.07
1886,9,91.5,293.32,223.74
1886,10,91.5,301.67,225.96
1886,11,91.5,310.04,226.11
1886,12,91.5,302.93,227.92
1887,1,91.5,300.65,226.4
1887,2,91.5,299.43,228.55
1887,3,91.5,307.41,229.7
1887,4,91.5,315.4,230.74
1887,5,91.5,321.8,231.56
1887,6,91.5,313.51,232.26
1887,7,91.5,306.91,230.06
1887,8,91.5,300.28,229.31
1887,9,91.5,297.49,226.53
1887,10,91.5,288.65,227.91
1887,11,91.5,295.33,230.79
1887,12,91.5,294.8,229.35
1888,1,91.5,298.17,230.41
1888,2,91.5,297.62,233.43
1888,3,91.5,287.5,230.83
1888,4,91.5,289.79,230.99
1888,5,91.5,294.9,234.6
1888,6,91.5,286.83,237.07
1888,7,91.5,295.34,237.1
1888,8,91.5,302.73,238.66
1888,9,91.5,311.27,241.13
1888,10,91.5,310.55,239.54
1888,11,91.5,305.14,239.93
1888,12,91.5,300.29,241.39
1889,1,91.5,307.1,240.36
1889,2,91.5,311.6,243.36
1889,3,91.5,306.13,246.36
1889,4,91.5,306.54,245.31
1889,5,91.5,315.82,246.66
1889,6,91.5,322.19,247.67
1889,7,91.5,316.71,246.15
1889,8,91.5,321.97,246.31
1889,9,91.5,330.84,246.95
1889,10,91.5,325.9,245.78
1889,11,91.5,323.96,246.18
1889,12,91.5,323.23,247.08
1890,1,91.5,327.86,244.8
1890,2,91.5,325.2,241.08
1890,3,91.5,323.77,240.14
1890,4,91.5,331.54,239.81
1890,5,91.5,346.71,240.59
1890,6,91.5,345.27,241.74
1890,7,91.5,343.89,243.13
1890,8,91.5,336.9,246.03
1890,9,91.5,332.39,249.41
1890,10,91.5,318.41,246.48
1890,11,91.5,296.25,247.26
1890,12,91.5,290.38,246.05
1891,1,91.5,306.6,243.33
1891,2,91.5,311.48,244.25
1891,3,91.5,306.85,245.93
1891,4,91.5,318.15,247.62
1891,5,91.5,317.99,248.3
1891,6,91.5,312.71,248.98
1891,7,91.5,308.72,239.59
1891,8,91.5,320.23,239.62
1891,9,91.5,347.35,242.36
1891,10,91.5,348.49,240.47
1891,11,91.5,344.42,241.42
1891,12,91.5,356.1,244.05
1892,1,91.5,363.87,243.19
1892,2,91.5,365.72,244.01
1892,3,91.5,370.91,245.75
1892,4,91.5,371.47,243.58
1892,5,91.5,372.71,246.37
1892,6,91.5,371.94,248.66
1892,7,91.5,373.17,246.85
1892,8,91.5,379.79,246.62
1892,9,91.5,371.56,244.81
1892,10,91.5,380.27,245.12
1892,11,91.5,380.19,245.97
1892,12,91.5,377.37,245.61
1893,1,91.5,385.55,244.58
1893,2,91.5,380.02,243.95
1893,3,91.5,367.61,246.02
1893,4,91.5,368.98,246.07
1893,5,91.5,337.67,245.71
1893,6,91.5,322.98,242.48
1893,7,91.5,294.21,240.48
1893,8,91.5,288.51,242.58
1893,9,91.5,310.37,246.61
1893,10,91.5,320.88,246.24
1893,11,91.5,327.16,251.13
1893,12,91.5,316.99,254.93
1894,1,91.5,311.78,252.61
1894,2,91.5,317.31,255.59
1894,3,91.5,327.94,257.17
1894,4,91.5,333.51,258.2
1894,5,91.5,322.32,257.82
1894,6,91.5,319.13,259.71
1894,7,91.5,313.72,259.89
1894,8,91.5,326.77,260.94
1894,9,91.5,333.19,262.83
1894,10,91.5,324.01,262.74
1894,11,91.5,325.23,265.22
1894,12,91.5,323.46,265.98
1895,1,91.5,320.92,261.57
1895,2,91.5,317.62,275.49
1895,3,91.5,318.84,278.44
1895,4,91.5,333.71,282.12
1895,5,91.5,353.2,285.38
1895,6,91.5,361.24,290.11
1895,7,91.5,363.91,290.74
1895,8,91.5,370.44,287.55
1895,9,91.5,373.91,289.22
1895,10,91.5,369.63,278.93
1895,11,91.5,358.34,287.28
1895,12,91.5,338.4,286.74
1896,1,91.5,335.56,277.54
1896,2,91.5,350.76,276.85
1896,3,91.5,346.4,280.8
1896,4,91.5,350.73,284.15
1896,5,91.5,350.28,283.15
1896,6,91.5,345.08,284.41
1896,7,91.5,323.88,279
1896,8,91.5,306.62,274.03
1896,9,91.5,323.88,282.47
1896,10,91.5,332.29,286.34
1896,11,91.5,356.13,293.75
1896,12,91.5,344.27,295.19
1897,1,91.5,345.42,301.87
1897,2,91.5,343.32,304.09
1897,3,91.5,345.31,306.77
1897,4,91.5,335.75,309.31
1897,5,91.5,338.57,307.18
1897,6,91.5,355.5,312.23
1897,7,91.5,372.5,316.2
1897,8,91.5,397.87,315.93
1897,9,91.5,418.3,317.08
1897,10,91.5,406.02,322.03
1897,11,91.5,392.89,325.26
1897,12,91.5,402.53,328.65
1898,1,91.5,414.73,329.64
1898,2,91.5,415.1,323.01
1898,3,91.5,397.58,312.98
1898,4,91.5,391.98,308.86
1898,5,91.5,418.95,313.9
1898,6,91.5,436.55,319.59
1898,7,91.5,439.58,328.87
1898,8,91.5,457.31,331.03
1898,9,91.5,457.79,332.07
1898,10,91.5,449.57,333.74
1898,11,91.5,465.81,333.48
1898,12,91.5,496.14,337.46
1899,1,91.5,535.31,340.81
1899,2,91.5,556.94,339.54
1899,3,91.5,566.25,341.58
1899,4,91.5,574.7,345.12
1899,5,91.5,552.14,345.33
1899,6,91.5,541.07,349.04
1899,7,91.5,561.27,347.94
1899,8,91.5,577.04,349.67
1899,9,91.5,572.24,350.39
1899,10,91.5,571.07,351.29
1899,11,91.5,583.43,354.05
1899,12,91.5,545.27,363.22
1900,1,91.5,554.22,364.12
1900,2,91.5,565.93,366.4
1900,3,91.5,572.21,370.88
1900,4,91.5,581.3,365.8
1900,5,91.5,555.58,369.79
1900,6,91.5,540.82,370.55
1900,7,91.5,542.59,369.91
1900,8,91.5,551.84,367.73
1900,9,91.5,551.84,371.59
1900,10,91.5,540.73,372.68
1900,11,91.5,562.32,380.39
1900,12,91.5,608.32,385.5
1901,1,91.5,667.84,387.64
1901,2,91.5,686.88,388.57
1901,3,91.5,713.45,388.1
1901,4,91.5,775.22,392.04
1901,5,91.5,738.13,391.39
1901,6,91.5,813.76,393.58
1901,7,91.5,761.35,393.27
1901,8,91.5,774.07,390.49
1901,9,91.5,772.48,394.11
1901,10,91.5,766.08,398.98
1901,11,91.5,784.8,399.93
1901,12,91.5,774.56,401.25
1902,1,91.5,793.52,402.93
1902,2,91.5,802.72,403.89
1902,3,91.5,806.15,404.85
1902,4,91.5,836.14,405.45
1902,5,91.5,836.53,405.69
1902,6,91.5,834.05,395.4
1902,7,91.5,855.4,386.17
1902,8,91.5,880.82,387.5
1902,9,91.5,885.39,402.4
1902,10,91.5,859.95,405.58
1902,11,91.5,829.37,402.88
1902,12,91.5,812.84,400.92
1903,1,91.5,856.87,401.9
1903,2,91.5,854.46,404.37
1903,3,91.5,823.59,409.08
1903,4,91.5,792.61,404.11
1903,5,91.5,779.94,407.91
1903,6,91.5,739.6,406.1
1903,7,91.5,718.73,404.1
1903,8,91.5,688.44,405.1
1903,9,91.5,674.64,408.57
1903,10,91.5,655.56,410.13
1903,11,91.5,660.5,408.5
1903,12,91.5,693.63,409.13
1904,1,91.5,707.79,409.37
1904,2,91.5,691.29,406.57
1904,3,91.5,691.74,408.37
1904,4,91.5,711.41,409.02
1904,5,91.5,699.02,408.51
1904,6,91.5,702.71,410.67
1904,7,91.5,734.49,410.93
1904,8,91.5,762.06,408.87
1904,9,91.5,798.42,411.06
1904,10,91.5,847.98,412.1
1904,11,91.5,896.61,410.04
1904,12,91.5,908.08,411.28
1905,1,91.5,930.64,412.51
1905,2,91.5,974.3,413.56
1905,3,91.5,"1,004.79",420.93
1905,4,91.5,995.41,421.98
1905,5,91.5,949.25,420.65
1905,6,91.5,963.22,424.1
1905,7,91.5,996.27,425.17
1905,8,91.5,"1,036.22",427.44
1905,9,91.5,"1,042.51",432.1
1905,10,91.5,"1,060.17",433.17
1905,11,91.5,"1,057.48",429.63
1905,12,91.5,"1,086.60",422.42
1906,1,91.5,"1,127.20",424.3
1906,2,91.5,"1,122.29",422.96
1906,3,91.5,"1,098.01",424.86
1906,4,91.5,"1,086.27",430.43
1906,5,91.5,"1,060.68",427.02
1906,6,91.5,"1,077.74",426.08
1906,7,91.5,"1,053.15",427.56
1906,8,91.5,"1,134.20",430.95
1906,9,91.5,"1,172.56",434.11
1906,10,91.5,"1,169.00",434.58
1906,11,91.5,"1,167.83",435.27
1906,12,91.5,"1,160.93",435.97
1907,1,91.5,"1,131.62",433.33
1907,2,91.5,"1,099.90",434.02
1907,3,91.5,995.84,438.92
1907,4,91.5,"1,004.67",440.47
1907,5,91.5,973.98,438.62
1907,6,91.5,946.82,436.81
1907,7,91.5,987.21,437.94
1907,8,91.5,917.37,432.69
1907,9,91.5,911.87,428.71
1907,10,91.5,817.01,427.29
1907,11,91.5,773.21,417.3
1907,12,91.5,816.95,408.15
1908,1,91.5,855.94,409.29
1908,2,91.5,828.84,412.18
1908,3,91.5,866.79,421.55
1908,4,91.5,917.54,429.22
1908,5,91.5,976.28,430.39
1908,6,91.5,976.28,427.63
1908,7,91.5,"1,016.12",428.34
1908,8,91.5,"1,063.82",427.76
1908,9,91.5,"1,056.32",427.17
1908,10,91.5,"1,073.45",428.35
1908,11,91.5,"1,150.36",428.88
1908,12,91.5,"1,180.60",430.71
1909,1,91.5,"1,188.83",431.9
1909,2,91.5,"1,159.05",433.09
1909,3,91.5,"1,179.23",434.28
1909,4,91.5,"1,236.54",435.48
1909,5,91.5,"1,282.12",436.68
1909,6,91.5,"1,309.26",437.88
1909,7,91.5,"1,332.53",436.38
1909,8,91.5,"1,369.28",431.69
1909,9,91.5,"1,375.31",429.27
1909,10,91.5,"1,385.42",430.94
1909,11,91.5,"1,383.37",427.37
1909,12,91.5,"1,404.54",426.97
1910,1,91.5,"1,379.35",425.44
1910,2,91.5,"1,334.94",426.67
1910,3,91.5,"1,372.84",426.05
1910,4,91.5,"1,344.69",427.29
1910,5,91.5,"1,327.52",427.6
1910,6,91.5,"1,268.74",429.78
1910,7,91.5,"1,209.74",431.26
1910,8,91.5,"1,244.32",433.21
1910,9,91.5,"1,258.05",436.35
1910,10,91.5,"1,321.27",437.61
1910,11,91.5,"1,325.21",438.88
1910,12,91.5,"1,293.60",439.19
1911,1,91.5,"1,330.63",440.47
1911,2,91.5,"1,359.21",446.06
1911,3,91.5,"1,348.81",447.34
1911,4,91.5,"1,348.50",446.92
1911,5,91.5,"1,383.08",441.69
1911,6,91.5,"1,416.33",444.45
1911,7,91.5,"1,415.99",445.74
1911,8,91.5,"1,353.91",444.11
1911,9,91.5,"1,285.64",444.91
1911,10,91.5,"1,298.62",446.22
1911,11,91.5,"1,356.32",446.56
1911,12,91.5,"1,367.92",447.38
1912,1,91.5,"1,374.95",449.18
1912,2,91.5,"1,368.47",451.48
1912,3,91.5,"1,413.59",454.3
1912,4,91.5,"1,463.47",457.37
1912,5,91.5,"1,464.71",458.45
1912,6,91.5,"1,473.61",458.78
1912,7,91.5,"1,481.00",460.12
1912,8,91.5,"1,520.82",459.44
1912,9,91.5,"1,534.39",461.8
1912,10,91.5,"1,537.15",462.91
1912,11,91.5,"1,525.86",464.53
1912,12,91.5,"1,476.92",465.37
1913,1,91.5,"1,470.26",466.73
1913,2,91.5,"1,423.93",468.86
1913,3,91.5,"1,402.92",469.46
1913,4,91.5,"1,407.31",469.28
1913,5,91.5,"1,374.92",473.76
1913,6,91.5,"1,311.91",474.1
1913,7,91.5,"1,335.88",464.06
1913,8,91.5,"1,377.79",463.36
1913,9,91.5,"1,397.06",462.66
1913,10,91.5,"1,358.84",460.66
1913,11,91.5,"1,330.58",467.58
1913,12,91.5,"1,334.89",473.21
1914,1,91.5,"1,395.59",478.85
1914,2,91.5,"1,419.93",481.61
1914,3,91.5,"1,399.06",480.62
1914,4,91.5,"1,371.35",478.31
1914,5,91.5,"1,385.73",479.21
1914,6,91.5,"1,384.77",479.01
1914,7,91.5,"1,313.92",477.76
1914,8,91.5,"1,204.61",479.19
1914,9,91.5,"1,209.95",480.65
1914,10,91.5,"1,149.09",482.1
1914,11,91.5,"1,198.59",483.56
1914,12,91.5,"1,285.78",481.74
1915,1,91.5,"1,314.61",484.29
1915,2,91.5,"1,303.17",485.75
1915,3,91.5,"1,342.73",491.09
1915,4,91.5,"1,449.89",494.23
1915,5,91.5,"1,422.13",494.6
1915,6,91.5,"1,444.33",494.71
1915,7,91.5,"1,444.95",490.34
1915,8,91.5,"1,512.36",496.86
1915,9,91.5,"1,574.60",494.99
1915,10,91.5,"1,667.98",494.8
1915,11,91.5,"1,732.48",498.01
1915,12,91.5,"1,742.39",503.5
1916,1,91.5,"1,721.23",503.86
1916,2,91.5,"1,703.66",510.53
1916,3,91.5,"1,705.40",514.34
1916,4,91.5,"1,694.11",514.72
1916,5,91.5,"1,738.82",517.41
1916,6,91.5,"1,763.69",514.62
1916,7,91.5,"1,747.33",512.97
1916,8,91.5,"1,768.83",515.69
1916,9,91.5,"1,849.54",518.4
1916,10,91.5,"1,915.41",519.96
1916,11,91.5,"1,968.14",518.6
1916,12,91.5,"1,898.13",522.52
1917,1,91.5,"1,861.44",521.73
1917,2,91.5,"1,767.93",525.98
1917,3,91.5,"1,832.71",515.98
1917,4,91.5,"1,815.17",515.78
1917,5,91.5,"1,763.91",507.23
1917,6,91.5,"1,810.36",504.63
1917,7,91.5,"1,771.17",506.83
1917,8,91.5,"1,729.56",507.84
1917,9,91.5,"1,657.31",514.6
1917,10,91.5,"1,578.45",513.47
1917,11,91.5,"1,457.85",515.09
1917,12,91.5,"1,419.06",510.63
1918,1,91.5,"1,532.27",513.47
1918,2,91.5,"1,574.49",517.58
1918,3,91.5,"1,524.69",520.51
1918,4,91.5,"1,554.82",522.74
1918,5,91.5,"1,590.12",524.69
1918,6,91.5,"1,635.96",531.62
1918,7,91.5,"1,636.11",533.94
1918,8,91.5,"1,682.61",536.2
1918,9,91.5,"1,664.49",536.62
1918,10,91.5,"1,760.80",536.44
1918,11,91.5,"1,744.79",540.95
1918,12,91.5,"1,781.67",534.08
1919,1,91.5,"1,763.08",535.78
1919,2,91.5,"1,832.45",534.93
1919,3,91.5,"1,852.92",535.78
1919,4,91.5,"1,959.86",538.31
1919,5,91.5,"2,129.58",542.52
1919,6,91.5,"2,078.81",543.79
1919,7,91.5,"2,216.64",544.65
1919,8,91.5,"2,053.06",544.26
1919,9,91.5,"2,103.47",548.55
1919,10,91.5,"2,273.36",551.56
1919,11,91.5,"2,149.02",549.46
1919,12,91.5,"2,150.03",547.83
1920,1,91.5,"2,097.67",548.8
1920,2,91.5,"1,952.27",545.98
1920,3,91.5,"2,154.50",546.59
1920,4,91.5,"2,007.56",540.95
1920,5,91.5,"1,937.22",530.99
1920,6,91.5,"1,929.86",535.09
1920,7,91.5,"1,893.72",536.33
1920,8,91.5,"1,937.92",534.72
1920,9,91.5,"1,937.92",547.19
1920,10,91.5,"1,971.91",564.64
1920,11,91.5,"1,823.00",561.39
1920,12,91.5,"1,726.70",555.67
1921,1,91.5,"1,808.51",565.49
1921,2,91.5,"1,803.68",565.78
1921,3,91.5,"1,771.43",568.71
1921,4,91.5,"1,820.91",572.52
1921,5,91.5,"1,796.62",574.58
1921,6,91.5,"1,673.89",576.21
1921,7,91.5,"1,729.59",579.18
1921,8,91.5,"1,704.88",583.51
1921,9,91.5,"1,761.04",590.58
1921,10,91.5,"1,811.36",606.51
1921,11,91.5,"1,937.66",617.98
1921,12,91.5,"1,978.77",628.62
1922,1,91.5,"2,005.12",631.94
1922,2,91.5,"2,076.45",631.79
1922,3,91.5,"2,154.48",638.68
1922,4,91.5,"2,287.59",647.66
1922,5,91.5,"2,414.93",651
1922,6,91.5,"2,324.24",654.35
1922,7,91.5,"2,364.52",661.9
1922,8,91.5,"2,543.48",665.24
1922,9,91.5,"2,518.06",663.82
1922,10,91.5,"2,588.78",660.35
1922,11,91.5,"2,473.41",661.15
1922,12,91.5,"2,528.74",664.06
1923,1,91.5,"2,542.68",666.45
1923,2,91.5,"2,719.12",668.32
1923,3,91.5,"2,692.53",668.08
1923,4,91.5,"2,631.96",669.99
1923,5,91.5,"2,537.09",673.5
1923,6,91.5,"2,352.34",677.56
1923,7,91.5,"2,409.23",680.01
1923,8,91.5,"2,459.61",681.93
1923,9,91.5,"2,395.11",683.86
1923,10,91.5,"2,400.44",684.18
1923,11,91.5,"2,546.96",688.32
1923,12,91.5,"2,634.18",691.92
1924,1,91.5,"2,725.45",697.19
1924,2,91.5,"2,681.16",700.81
1924,3,91.5,"2,622.33",703.31
1924,4,91.5,"2,613.66",708.67
1924,5,91.5,"2,641.36",715.77
1924,6,91.5,"2,749.64",728.19
1924,7,91.5,"2,884.25",732.98
1924,8,91.5,"2,912.39",737.17
1924,9,91.5,"2,929.57",738.97
1924,10,91.5,"2,917.20",744.4
1924,11,91.5,"3,132.47",744.99
1924,12,91.5,"3,311.28",743.78
1925,1,91.5,"3,392.82",746.24
1925,2,91.5,"3,437.13",749.31
1925,3,91.5,"3,223.17",751.16
1925,4,91.5,"3,336.71",755.48
1925,5,91.5,"3,523.78",761.65
1925,6,91.5,"3,554.00",769.08
1925,7,91.5,"3,696.79",771.51
1925,8,91.5,"3,723.81",770.18
1925,9,91.5,"3,837.00",772.66
1925,10,91.5,"4,072.57",777.02
1925,11,91.5,"4,077.08",781.4
1925,12,91.5,"4,289.65",783.23
1926,1,91.5,"4,299.56",787.62
1926,2,91.5,"4,126.53",793.99
1926,3,91.5,"3,898.71",796.45
1926,4,91.5,"3,994.15",799.57
1926,5,91.5,"4,052.64",804.01
1926,6,91.5,"4,245.33",806.46
1926,7,91.5,"4,342.75",808.27
1926,8,91.5,"4,551.62",809.42
1926,9,91.5,"4,675.18",811.91
1926,10,91.5,"4,548.08",815.75
1926,11,91.5,"4,669.49",822.29
1926,12,91.5,"4,767.44",828.85
1927,1,91.5,"4,688.44",834.73
1927,2,91.5,"4,932.67",839.26
1927,3,91.5,"4,985.18",849.41
1927,4,91.5,"5,091.65",853.21
1927,5,91.5,"5,378.71",858.45
1927,6,91.5,"5,349.04",858.67
1927,7,91.5,"5,718.92",859.63
1927,8,91.5,"5,995.87",864.91
1927,9,91.5,"6,211.46",868.74
1927,10,91.5,"5,965.70",871.86
1927,11,91.5,"6,392.59",878.62
1927,12,91.5,"6,537.39",885.4
1928,1,91.5,"6,526.68",887
1928,2,91.5,"6,434.39",888.61
1928,3,91.5,"7,156.00",892.46
1928,4,91.5,"7,411.93",892.58
1928,5,91.5,"7,529.21",891.99
1928,6,91.5,"7,248.00",890.68
1928,7,91.5,"7,363.11",883.53
1928,8,91.5,"7,934.44",881.65
1928,9,91.5,"8,149.72",885.67
1928,10,91.5,"8,293.43",887.49
1928,11,91.5,"9,314.66",896.73
1928,12,91.5,"9,368.60",894.04
1929,1,91.5,"9,929.73",891.42
1929,2,91.5,"9,898.52",886.66
1929,3,91.5,"9,901.73",880.55
1929,4,91.5,"10,088.07",890.63
1929,5,91.5,"9,682.55",893.33
1929,6,91.5,"10,799.69",892.34
1929,7,91.5,"11,321.16",898.8
1929,8,91.5,"12,460.78",896.32
1929,9,91.5,"11,880.34",899.83
1929,10,91.5,"9,538.86",909.36
1929,11,91.5,"8,293.22",931.98
1929,12,91.5,"8,534.15",933.8
1930,1,91.5,"9,101.72",930.99
1930,2,91.5,"9,328.95",935.2
1930,3,91.5,"10,102.86",947.26
1930,4,91.5,"10,037.12",943.56
1930,5,91.5,"9,907.09",950.94
1930,6,91.5,"8,306.94",958.34
1930,7,91.5,"8,640.33",960.93
1930,8,91.5,"8,738.66",962.73
1930,9,91.5,"7,627.41",966.96
1930,10,91.5,"6,979.34",971.99
1930,11,91.5,"6,859.77",976.22
1930,12,91.5,"6,378.65",976.37
1931,1,91.5,"6,722.90",980.62
1931,2,91.5,"7,521.95",975.09
1931,3,91.5,"7,026.97",980.21
1931,4,91.5,"6,380.76",983.7
1931,5,91.5,"5,533.66",994.62
1931,6,91.5,"6,334.24",999.74
1931,7,91.5,"5,886.95","1,000.67"
1931,8,91.5,"5,973.94","1,000.80"
1931,9,91.5,"4,204.05",997.62
1931,10,91.5,"4,585.66",969.26
1931,11,91.5,"4,158.98",972.19
1931,12,91.5,"3,581.11",951.26
1932,1,91.5,"3,498.06",928.82
1932,2,91.5,"3,706.39",943.68
1932,3,91.5,"3,286.60",961.84
1932,4,91.5,"2,637.38",984.3
1932,5,91.5,"2,037.58",980.81
1932,6,91.5,"2,036.57",983.88
1932,7,91.5,"2,820.80","1,001.77"
1932,8,91.5,"3,900.05","1,015.65"
1932,9,91.5,"3,775.03","1,021.11"
1932,10,91.5,"3,260.94","1,023.17"
1932,11,91.5,"3,087.27","1,024.39"
1932,12,91.5,"3,263.78","1,035.91"
1933,1,143.07,"3,303.17","1,050.09"
1933,2,143.07,"2,705.45","1,045.05"
1933,3,143.07,"2,809.83","1,038.40"
1933,4,143.07,"4,015.06","1,041.36"
1933,5,143.07,"4,675.87","1,054.80"
1933,6,143.07,"5,306.89","1,065.65"
1933,7,143.07,"4,847.61","1,069.39"
1933,8,143.07,"5,420.38","1,071.35"
1933,9,143.07,"4,817.56","1,076.00"
1933,10,143.07,"4,398.06","1,076.17"
1933,11,143.07,"4,869.51","1,057.75"
1933,12,143.07,"4,990.15","1,054.66"
1934,1,154.94,"5,535.25","1,062.15"
1934,2,154.94,"5,344.20","1,083.08"
1934,3,154.94,"5,359.56","1,097.86"
1934,4,154.94,"5,229.90","1,106.26"
1934,5,154.94,"4,816.96","1,115.61"
